Longitude,Latitude,hf,bankuai_avg_dist_top3,bankuai_avg_dist_top5,bankuai_closest1_dist,bankuai_closest2_dist,bankuai_closest3_dist,bankuai_closest4_dist,bankuai_closest5_dist,gou_avg_dist_top3,gou_avg_dist_top5,gou_closest1_dist,gou_closest2_dist,gou_closest3_dist,gou_closest4_dist,gou_closest5_dist,liegu_avg_dist_top3,liegu_avg_dist_top5,liegu_closest1_dist,liegu_closest2_dist,liegu_closest3_dist,liegu_closest4_dist,liegu_closest5_dist,ji_avg_dist_top3,ji_avg_dist_top5,ji_closest1_dist,ji_closest2_dist,ji_closest3_dist,ji_closest4_dist,ji_closest5_dist,huoshan_avg_dist_top3,huoshan_avg_dist_top5,huoshan_closest1_dist,huoshan_closest2_dist,huoshan_closest3_dist,huoshan_closest4_dist,huoshan_closest5_dist,duanceng_avg_dist_top3,duanceng_avg_dist_top5,duanceng_closest1_dist,duanceng_closest2_dist,duanceng_closest3_dist,duanceng_closest4_dist,duanceng_closest5_dist,bed,geoid,surface,climatic zones
-117.25,35.25,82,103.48,110.67,100.68,102.81,106.94,119.15,123.76,849.75,863.34,842,848.12,859.14,875.24,892.21,185.95,220.2,141.27,206.4,210.19,259.04,284.08,264.05,268.16,254.81,266.56,270.77,274.08,274.56,259.98,289.98,197.63,273.27,309.02,325.43,344.56,102.51,102.6,102.45,102.53,102.57,102.58,102.89,747.26166,-30.805841,747.26166,4
-117.25,37.75,96,352.25,355.09,349.76,350.52,356.47,358.95,359.73,686.98,697.61,680.86,685.69,694.38,707.08,720.06,88,118.98,71.66,86.22,106.11,156.61,174.32,517.83,523.21,509.53,520.1,523.85,530.55,532.04,132.3,159.67,83.07,156.47,157.36,158.69,242.77,349.92,350.25,349.74,349.78,350.24,350.55,350.94,2005.6377,-25.041122,2005.6377,5
-117.25,38.25,105,387.67,393.54,384.23,386.34,392.44,397.22,407.47,663.62,673.37,658.01,662.45,670.42,682.08,693.88,70.87,101.34,35.32,71.04,106.25,140.67,153.41,571.29,576.77,563.12,573.53,577.22,584.21,585.78,153.19,166.04,137.9,158.16,163.52,170.75,199.87,384.87,384.89,384.82,384.85,384.92,384.93,384.94,1649.3407,-23.94539,1649.3407,5
-117.25,38.75,150,421.73,430.66,418.67,423.22,423.3,437.41,450.73,644.22,652.95,639.18,643.16,650.32,660.8,671.27,64.08,86.82,35.28,70.84,86.14,105.55,136.31,625.12,630.68,617.06,627.34,630.97,638.2,639.85,176.15,184.19,164.73,176.15,187.56,193.17,199.33,419.4,419.44,419.34,419.43,419.43,419.47,419.5,2082.1675,-22.496199,2082.1675,5
-117.25,39.25,137.1,458.6,466.77,454.71,455.51,465.58,473.44,484.59,629.13,636.73,624.73,628.21,634.46,643.63,652.61,63.83,81.63,35.14,70.2,86.16,105.69,110.98,660.31,671.68,628.21,671.27,681.43,685.02,692.45,191.42,212.1,143.19,207.91,223.15,237.68,248.58,453.66,453.85,453.53,453.64,453.81,454.01,454.25,1873.6224,-22.212997,1873.6224,5
-117.25,39.75,150,495.86,501.5,490.42,495.85,501.3,509.41,510.49,618.67,625.03,614.97,617.9,623.16,630.88,638.26,63.71,81.35,35.09,69.99,86.06,104.98,110.61,693.11,712.5,617.9,725.69,735.75,739.29,743.88,218.51,248.28,141.62,248.2,265.7,281.83,304.06,490.73,490.82,490.63,490.75,490.79,490.82,491.09,1596.7313,-21.8455,1596.7313,7
-117.25,40.25,126.75,533.45,535.69,529.57,533.52,537.27,538.91,539.19,613.08,618.12,610.12,612.47,616.66,622.84,628.49,63.46,81,34.95,69.35,86.08,105.12,109.48,700.72,734.54,612.47,737.89,751.81,780.28,790.24,255.5,283.71,160.58,293.53,312.38,322.6,329.47,529.94,530.13,529.74,529.98,530.12,530.36,530.47,2268.7324,-20.683111,2268.7324,7
-117.25,40.75,127.4,568.54,570.12,567.09,569.19,569.34,571.44,573.52,612.49,616.14,610.31,612.04,615.13,619.69,623.53,63.34,86.59,34.9,69.13,85.98,109.09,133.85,699.31,746.51,612.04,736.04,749.84,813.07,821.54,250.18,290.58,194.16,267.1,289.26,341.91,360.49,563.33,563.46,562.97,563.44,563.58,563.6,563.69,1320.5859,-20.008734,1320.5859,5
-117.25,41.25,77.4,596.68,598.22,594.77,597.49,597.78,598.84,602.21,616.91,619.15,615.52,616.64,618.59,621.5,623.49,75.1,93.48,34.76,86,104.55,107.94,134.16,702.32,741.57,616.64,738.36,751.96,794.89,805.99,229.28,274,211.64,236.21,239.98,321.14,361.02,589.25,589.36,589.24,589.25,589.27,589.45,589.61,1376.012,-18.95161,1376.012,5
-117.25,41.75,97,617.05,619.8,616.18,616.51,618.46,621.82,626.03,624.8,625.43,624.38,624.38,625.63,626.13,626.64,91.62,112.7,34.71,107.55,132.6,140.56,148.09,709.7,740.67,626.13,744.83,758.15,780.24,794.01,211.13,254.79,156.29,194.14,282.96,286.15,354.43,602.9,603.05,602.76,602.92,603.03,603.22,603.31,1639.384,-17.724749,1639.384,5
-117.25,42.75,105.75,652.94,653.99,650.72,653.13,654.98,655.42,655.68,631.32,631.63,630.42,631.65,631.88,631.95,632.25,113.52,125.38,103.25,105.98,131.32,140.51,145.85,730.29,750.9,658.9,762.29,769.67,781.39,782.27,138.72,206.82,47.34,128.18,240.65,305,312.91,643.2,643.32,643.14,643.23,643.23,643.45,643.56,1354.6769,-17.394787,1354.6769,7
-117.25,43.25,83,653.17,654.39,652.27,652.92,654.32,655.89,656.56,632.27,633.05,630.81,632.07,633.92,634.1,634.33,101.04,130.45,66.69,104.78,131.64,165.19,183.96,740.56,761.12,681.5,759.25,780.93,787.68,796.23,126.08,195.15,20.52,122.77,234.95,293.26,304.25,669.22,669.31,669.03,669.23,669.41,669.44,669.45,1164.4978,-17.328794,1164.4978,7
-117.25,43.75,125,652.06,653.08,650.54,652.1,653.55,653.84,655.38,628.69,629.92,626.55,628.9,630.61,631.58,631.97,114.31,144.83,66.46,104.38,172.07,183.22,198,750.8,772.59,707.74,760.26,784.4,801.42,809.1,150.81,209.97,69.16,141.06,242.21,291.8,305.62,698.6,698.72,698.37,698.69,698.73,698.8,699.02,879.488,-17.479052,879.488,7
-117.25,44.25,84,646.16,647.35,645.85,646.3,646.33,647.18,651.08,620.51,622.84,618.07,619.58,623.88,625.24,627.42,138.04,166.41,102.8,130.36,180.97,198.69,219.25,764.76,783.65,737.24,765.3,791.75,810.39,813.56,186.99,235.73,123.8,175.79,261.36,300.79,316.88,731,731.09,730.76,731.07,731.18,731.2,731.23,1232.6849,-16.45838,1232.6849,5
-117.25,46.25,56,647.51,650.45,645.64,648.25,648.65,654.79,654.92,594.32,598.05,591.64,594.46,596.86,602.29,604.98,197.83,224.6,150.23,192.38,250.9,262.19,267.3,846.52,856.92,823.38,857.17,859.01,864.35,880.7,340.96,346.98,326.15,345.44,351.28,354.17,357.85,882.15,882.31,881.95,882.03,882.47,882.49,882.6,706.35645,-18.289629,706.35645,7
-117.25,46.75,57.5,652.41,654.7,650.97,652.54,653.73,657.63,658.65,594.75,598.09,593.13,593.61,597.51,601.91,604.27,150.94,185.25,100.87,156.47,195.49,215.96,257.46,868.91,876.55,846.41,878.79,881.52,884.28,891.73,333.75,347.83,327.62,330.21,343.43,362.42,375.47,923.76,923.93,923.65,923.73,923.91,923.92,924.42,684.2007,-18.572544,684.2007,7
-117.25,47.25,67,657.76,659.95,657.37,657.93,657.98,662.42,664.03,598.53,600.85,596.99,597.87,600.73,601.51,607.16,112.62,144.62,62.95,134.67,140.24,167.36,217.88,877.59,881.4,872.36,878.09,882.31,885.3,888.93,330.81,350.12,304.63,343.34,344.47,378.73,379.43,966.7,966.8,966.64,966.67,966.77,966.9,967.01,709.90753,-17.788656,709.90753,8
-117.25,47.75,74,663.77,665.3,662.88,664.19,664.24,665.63,669.53,604.38,606.7,603.36,603.87,605.92,607.53,612.82,90.96,118.72,62.71,85.44,124.75,134.06,186.66,873.25,876.24,867.79,873.52,878.43,880.16,881.27,333.8,353.61,290.58,354.34,356.48,364.55,402.12,1010.78,1010.91,1010.62,1010.85,1010.86,1010.91,1011.28,659.5057,-17.314865,659.5057,8
-117.25,48.25,57,670.04,673.79,667.06,670.67,672.4,678.35,680.46,612.69,615.25,611.27,612.95,613.85,618.48,619.73,76.74,110.29,33.37,96.42,100.42,154.88,166.36,866.28,870.88,860.94,868.19,869.71,877.05,878.5,333.42,364.85,286.79,341.13,372.33,392.54,431.45,1055.84,1055.97,1055.69,1055.79,1056.03,1056.15,1056.22,1216.314,-16.173334,1216.314,8
-117.25,48.75,96,680.01,682.65,674.49,681.56,683.98,686.29,686.92,624.06,626.34,623.29,623.56,625.35,629.07,630.44,84.24,114.02,33.32,95.98,123.4,149.72,167.68,862.82,869.02,857.62,864.45,866.39,876.33,880.32,341.81,373.75,293.67,334.41,397.34,417.35,425.98,1101.78,1101.99,1101.7,1101.7,1101.95,1102.14,1102.45,1196.8822,-15.79428,1196.8822,8
-117.25,49.25,133,690.28,694.04,686.34,691.94,692.57,696.72,702.62,638.03,639.95,637,638.31,638.78,640.43,645.21,101.26,126.88,85.38,94.67,123.74,165.25,165.35,862.91,870.4,857.88,862.73,868.12,879.1,884.15,338.85,371.57,310.51,336.86,369.18,420.04,421.25,1148.54,1148.84,1148.45,1148.56,1148.6,1149.09,1149.51,1094.5027,-15.631142,1094.5027,18
-117.25,54.25,60,890.29,892.93,887.92,889.66,893.28,895.35,898.44,878.75,880.17,878.46,878.64,879.16,881.77,882.81,395.53,426.35,317.07,425.51,444.02,456.77,488.39,964.77,978.11,947.91,972.28,974.12,997.36,998.89,443.23,505.92,311.97,452.18,565.55,583.98,615.92,1646.3,1647.26,1645.68,1646.2,1647.01,1648.1,1649.29,818.6187,-16.634985,818.6187,26
-117.25,54.75,61,916.87,919.42,916.06,916.67,917.88,923.01,923.46,911.78,912.84,910.93,912.15,912.25,913.33,915.55,449.07,478.15,370.87,480.03,496.31,507.63,535.92,981.5,995.67,962.19,987.2,995.11,1014.33,1019.51,476.91,541.9,356.96,470.84,602.94,621.88,656.89,1698.03,1699.03,1697.36,1697.93,1698.79,1699.92,1701.16,715.17444,-17.13404,715.17444,26
-117.25,55.25,58.5,945.96,948.04,944.99,945.09,947.79,949.24,953.11,944.77,945.51,944.04,944.89,945.39,945.51,947.72,503.05,530.68,425.13,534.77,549.26,559.38,584.87,1001.01,1015.94,979.39,1004.95,1018.69,1032.51,1044.14,514.2,580.95,404.59,495.07,642.95,662.28,699.87,1749.99,1751.04,1749.29,1749.9,1750.8,1751.96,1753.25,585.1288,-17.714912,585.1288,26
-117.25,55.75,63,976.13,978.97,974.71,976.21,977.48,981.07,985.4,977.13,977.64,976.58,977.33,977.46,977.94,978.9,557.35,583.75,479.69,589.68,602.68,611.81,634.91,1023.15,1038.76,999.38,1025.4,1044.67,1053.29,1071.07,554.42,621.1,454.03,524.08,685.13,704.75,737.52,1802.17,1803.25,1801.42,1802.07,1803.02,1804.21,1805.54,568.52484,-18.201021,568.52484,26
-117.25,56.75,55,1040.32,1041.35,1040.12,1040.29,1040.55,1041.08,1044.7,1042.11,1042.41,1041.58,1041.94,1042.81,1042.85,1042.86,666.58,691.04,589.4,699.81,710.53,718.09,737.38,1074.27,1091.43,1047.03,1073.72,1102.06,1103.17,1131.16,632.38,693.25,556.41,593.57,747.16,774.58,794.54,1907.09,1908.24,1906.26,1906.99,1908.01,1909.26,1910.68,436.65063,-18.625668,436.65063,26
-117.25,57.25,54.5,1070.72,1072.38,1069.25,1071.34,1071.56,1074.75,1074.98,1067.73,1068,1067.58,1067.67,1067.96,1068.38,1068.4,721.42,745.1,644.45,754.99,764.81,771.75,789.5,1101.78,1120.94,1074.36,1101.27,1129.73,1135.35,1164,666.53,720.91,608.76,632.78,758.05,800.11,804.83,1959.8,1960.98,1958.94,1959.7,1960.75,1962.04,1963.49,652.61414,-18.705454,652.61414,26
-117.25,57.75,67,1091.67,1093.55,1089.84,1092.57,1092.61,1096.27,1096.45,1093.86,1093.96,1093.77,1093.83,1093.99,1094.08,1094.14,770.31,790.29,699.58,801.11,810.23,819.27,821.26,1131.35,1152.36,1103.79,1130.86,1159.38,1169.27,1198.5,702.91,738.81,661.64,674.3,772.78,792.38,792.95,2012.66,2013.88,2011.77,2012.56,2013.65,2014.96,2016.44,355.10968,-19.743183,355.10968,26
-117.25,58.25,69.5,1104.63,1107.49,1101.05,1106.41,1106.43,1109.16,1114.37,1106.63,1106.97,1106.48,1106.52,1106.89,1107.33,1107.66,757.69,782.27,748.53,754.78,769.76,814.61,823.69,1162.8,1185.54,1135.16,1162.34,1190.88,1204.79,1234.53,736.31,757.94,714.93,717.71,776.29,789.63,791.13,2065.66,2066.91,2064.74,2065.56,2066.68,2068.01,2069.53,359.06,-19.91323,359.06,26
-117.25,58.75,72,1117.95,1120.02,1114.9,1117.09,1121.86,1122.77,1123.5,1120.94,1121.24,1120.82,1120.84,1121.16,1121.55,1121.83,724.93,745.17,696.41,718.86,759.5,769.09,781.98,1195.99,1220.33,1168.32,1195.56,1224.07,1241.76,1271.95,765.05,777.36,762.71,763.89,768.54,790.19,801.46,2118.79,2120.06,2117.84,2118.69,2119.84,2121.2,2122.75,361.4184,-19.308237,361.4184,26
-117.25,59.25,63,1131.12,1131.46,1130.36,1131.29,1131.71,1131.93,1132,1137.17,1137.27,1136.86,1137.32,1137.32,1137.41,1137.46,672.69,692.2,644.88,668.71,704.47,714.65,728.29,1230.78,1256.61,1203.12,1230.38,1258.83,1280.06,1310.64,786,796.41,755.37,794.63,807.99,809.01,815.04,2172.04,2173.34,2171.06,2171.94,2173.11,2174.49,2176.07,331.7276,-19.334408,331.7276,26
-117.25,59.75,80,1136.5,1138.31,1133.82,1137.35,1138.33,1139.06,1142.97,1144.06,1144.22,1143.99,1144,1144.2,1144.35,1144.57,621.03,639.68,594.07,619.48,649.53,660.39,674.92,1267.04,1294.24,1239.42,1266.67,1295.02,1319.58,1350.5,790.36,807.18,750.87,802.89,817.33,818.22,846.6,2225.4,2226.72,2224.39,2225.3,2226.5,2227.9,2229.51,727.98364,-19.04671,727.98364,26
-117.25,60.25,72,1139.4,1143.35,1138.61,1139.16,1140.42,1145.08,1153.49,1150.17,1150.32,1149.84,1150.32,1150.36,1150.48,1150.58,570.11,587.73,544.21,571.42,594.72,606.38,621.93,1304.64,1333.11,1277.09,1304.29,1332.53,1360.21,1391.42,796.21,814.26,750.44,814.85,823.35,832.04,850.63,2278.86,2280.2,2277.83,2278.76,2279.98,2281.41,2283.04,276,-20.471012,276,26
-117.25,60.75,91,1144.39,1150.11,1141.94,1145.19,1146.06,1155.41,1161.95,1158.42,1158.59,1158.29,1158.46,1158.51,1158.54,1159.13,520.15,536.52,495.55,524.85,540.06,552.68,569.44,1343.47,1373.06,1316.02,1343.15,1371.25,1401.85,1433.04,805.83,824.99,754.11,830.34,833.03,849.25,858.22,2332.41,2333.78,2331.36,2332.31,2333.56,2335.01,2336.67,252.72217,-21.323084,252.72217,26
-117.25,61.25,88,1152.02,1157.71,1147.38,1152.58,1156.11,1164.22,1168.27,1169.02,1169.22,1168.76,1169,1169.3,1169.32,1169.74,471.44,486.26,448.51,480.19,485.62,499.4,517.59,1383.44,1414.06,1356.09,1383.14,1411.08,1444.41,1475.55,819.08,839.24,761.81,846.24,849.18,869.3,869.67,2386.06,2387.45,2384.99,2385.96,2387.23,2388.69,2390.38,159.20103,-21.447002,159.20103,26
-117.25,73.75,44,1775.55,1783.39,1761.48,1775.48,1789.68,1792.33,1797.99,1920.59,1921.03,1920.33,1920.54,1920.9,1921.69,1921.7,235.24,248.73,219.04,228.82,257.86,259.9,278.03,2138.77,2139.27,2138.43,2138.77,2139.12,2139.51,2140.54,1573.36,1621.11,1443.47,1614.72,1661.9,1690.75,1694.72,3744.88,3746.61,3743.45,3744.78,3746.42,3748.16,3750.24,360.37872,-11.738341,360.37872,29
-117.25,76.25,72,1885.69,1887.11,1884.14,1885.15,1887.77,1888.73,1889.78,2118.38,2119.1,2118.03,2118.35,2118.77,2119.56,2120.77,77.62,101.23,53.61,77.2,102.06,127.45,145.83,1860.79,1861.3,1860.45,1860.79,1861.14,1861.54,1862.58,1758.05,1811.5,1653.95,1751.73,1868.46,1891.3,1892.06,4019,4020.77,4017.53,4018.9,4020.59,4022.36,4024.49,176.12918,-6.493831,176.12918,29
-117.25,76.75,63,1830.1,1831.53,1828.54,1829.56,1832.2,1833.18,1834.18,2159.94,2160.75,2159.58,2160,2160.25,2161.32,2162.6,74.29,86.18,52.9,75.99,93.99,100.36,107.67,1805.2,1805.7,1804.85,1805.19,1805.54,1805.95,1806.99,1796.04,1850.8,1698.33,1782.98,1906.81,1932.47,1933.42,4073.88,4075.66,4072.4,4073.78,4075.47,4077.26,4079.4,86.898315,-5.3990192,86.898315,29
-116.75,32.75,46,109.34,112.69,105.24,110.14,112.65,117.7,117.7,1088.91,1103.61,1080.56,1087.14,1099.02,1116.39,1134.94,124.38,167.77,86.58,120.32,166.23,212.53,253.21,107.99,110.65,105.2,108.81,109.96,112.63,116.65,192.88,279.13,116.88,140.33,321.42,380.5,436.51,113.93,114.03,113.73,114.01,114.07,114.13,114.2,433.6295,-33.43035,433.6295,6
-116.75,33.25,52.5,85.96,89.53,76.64,88.5,92.74,92.74,97.05,1045.08,1059.57,1036.84,1043.33,1055.06,1072.2,1090.44,121.05,160.47,36.22,143.46,183.47,213.11,226.06,97.72,100.99,96.65,96.94,99.56,104.35,107.43,203.79,292.38,105.65,163.66,342.07,424.01,426.54,75.49,75.66,75.28,75.54,75.66,75.76,76.04,541.51166,-32.342087,541.51166,6
-116.75,33.75,61,48.21,67.75,33.56,50.07,61,96.5,97.61,1002.4,1016.66,994.29,1000.69,1012.23,1029.1,1047,132.95,172.89,36.17,181.29,181.39,214.18,251.43,113.78,116.36,106.1,117.31,117.95,119.01,121.43,230.36,300.31,121.84,200.15,369.1,369.98,440.47,35.52,35.77,35.33,35.54,35.7,35.8,36.51,1036.2115,-31.87252,1036.2115,8
-116.75,34.75,67.5,78.34,90.42,73.54,79.11,82.38,97.42,119.67,921.17,934.83,913.38,919.52,930.61,946.79,963.84,176.14,217.1,140.89,162.52,225.01,275.65,281.45,192.57,196.88,183.39,195.07,199.25,203.01,203.67,251.28,301.65,201.88,260.17,291.81,374.21,380.18,72.15,72.45,72.04,72.14,72.26,72.88,72.94,817.6208,-31.327885,817.6208,8
-116.75,35.25,82,124.7,130.26,121.64,124.6,127.86,134.53,142.65,882.99,896.27,875.4,881.39,892.17,907.92,924.45,184.98,210.38,178.89,180.11,195.94,245.79,251.19,241.44,246.28,232.58,243.86,247.89,253.01,254.05,263.95,296.66,206.61,250.96,334.29,342.01,349.43,123.44,123.51,123.38,123.39,123.54,123.57,123.69,903.6896,-30.554638,903.6896,4
-116.75,35.75,87,173.36,177.71,170.26,171.43,178.39,178.41,190.05,846.72,859.56,839.37,845.17,855.62,870.86,886.79,182.34,197.98,139.85,195.87,211.3,218.61,224.29,292.72,297.87,284.14,295.07,298.96,304.95,306.24,249.53,275.23,154.49,291.78,302.31,305.53,322.04,172.01,172.23,171.89,171.91,172.23,172.54,172.57,1189.2854,-29.334707,1189.2854,4
-116.75,37.25,62,323.56,326.32,321.51,324.22,324.96,329.63,331.27,752.14,763.21,745.77,750.8,759.85,773.04,786.58,96.13,116.58,35.51,113.9,138.99,140.71,153.79,452.72,458.31,444.69,454.92,458.54,465.85,467.54,161.06,202.85,67.12,205.87,210.2,217.42,313.64,320.67,320.9,320.59,320.62,320.79,321.1,321.39,1821.4675,-26.02951,1821.4675,4
-116.75,38.25,78,420.96,422.89,417.94,421,423.95,425.76,425.78,704.06,713.48,698.62,702.92,710.65,721.94,733.29,64.2,88.57,35.32,71.04,86.23,112.46,137.81,561.58,567.31,553.78,563.73,567.23,574.99,576.81,185.69,200.22,150.02,201.36,205.68,211.62,232.4,418.54,418.75,418.37,418.63,418.64,419.02,419.1,2055.624,-23.227701,2055.624,5
-116.75,38.75,80,456.05,461.38,453.38,453.84,460.94,463.04,475.72,685.52,693.96,680.63,684.5,691.44,701.59,711.66,64.08,81.98,35.28,70.84,86.14,105.55,112.09,616.32,622.1,608.61,618.45,621.91,629.83,631.69,206.73,216.06,201.94,202.73,215.53,225.02,235.05,453.39,453.46,453.27,453.43,453.49,453.56,453.57,1819.6802,-22.500742,1819.6802,5
-116.75,39.25,111.45,490.16,498.07,487.39,489.7,493.4,507.69,512.15,671.07,678.43,666.78,670.18,676.25,685.15,693.8,63.83,81.63,35.14,70.2,86.16,105.69,110.98,669.02,673.72,663.56,670.18,673.31,676.74,684.79,227.53,241.23,185.4,241.96,255.24,255.41,268.14,487.31,487.47,487.26,487.3,487.38,487.56,487.87,2042.1091,-21.547049,2042.1091,7
-116.75,40.25,125.1,564.3,568.72,559.49,565.74,567.68,573.51,577.19,655.45,660.39,652.51,654.84,658.98,665.06,670.55,63.46,81,34.95,69.35,86.08,105.12,109.48,736.27,755.77,654.84,773.75,780.21,783.35,786.72,281.44,306.36,198.63,318.21,327.48,335.72,351.77,559.85,560.01,559.8,559.86,559.88,560.18,560.32,1399.6407,-20.653296,1399.6407,7
-116.75,40.75,150,601.13,603.08,599.08,601.24,603.07,603.28,608.75,654.59,658.23,652.38,654.14,657.24,661.8,665.6,69.48,90.28,34.9,69.13,104.41,109.09,133.85,741.42,778.34,654.14,778.16,791.96,828.94,838.48,269.54,301.43,226.42,272.92,309.27,335.37,363.16,599.09,599.19,598.73,599.22,599.31,599.32,599.38,1413.3422,-19.529215,1413.3422,7
-116.75,41.25,109.2,633.76,635.06,632.78,633.54,634.95,636.51,637.51,658.42,660.74,656.96,658.13,660.18,663.19,665.25,86.34,100.23,68.48,86,104.55,107.94,134.16,743.95,782.65,658.13,780.05,793.66,834.88,846.51,248.55,276.24,218.89,263.17,263.57,291.86,343.7,628.39,628.47,628.3,628.4,628.45,628.57,628.64,1553.4127,-18.135838,1553.4127,5
-116.75,41.75,99.4,655.54,658.07,655.08,655.56,655.98,661.36,662.4,665.94,666.46,665.82,665.86,666.14,666.74,667.73,102.8,119.41,68.26,107.55,132.6,140.56,148.09,750.61,781.45,666.74,785.86,799.22,820.63,834.8,213.82,252.77,165.9,222.43,253.12,305.67,316.75,642.78,642.93,642.64,642.85,642.87,643.01,643.28,1567.2131,-17.562418,1567.2131,7
-116.75,43.25,86,693.62,694.82,692.76,693.3,694.81,696.37,696.86,672.71,673.45,671.31,672.53,674.29,674.44,674.69,103.38,135.35,34.37,131.64,144.15,165.19,201.41,779.76,800.33,718.12,799.74,821.41,825.7,836.67,138.72,193.97,58.68,163.03,194.46,263.85,289.85,704.63,704.75,704.49,704.65,704.76,704.91,704.92,1131.7959,-17.094046,1131.7959,7
-116.75,43.75,105.5,691.8,692.81,690.49,691.84,693.07,693.91,694.72,668.47,669.61,665.96,668.71,670.76,670.89,671.74,116.65,154.35,34.32,143.57,172.07,198.71,223.08,789.19,810.94,742.8,800.37,824.39,841.29,845.86,156.23,207.2,88.21,176.94,203.53,265.78,301.54,732.36,732.47,732.14,732.41,732.53,732.57,732.68,662.92957,-17.323856,662.92957,7
-116.75,44.25,75,685.8,686.99,685.49,685.86,686.04,687,690.57,660.02,661.82,657.66,658.75,663.66,663.67,665.36,156.07,184.84,85.77,163.18,219.25,220.32,235.66,802.19,821.88,770.68,804.83,831.07,849.51,853.29,189.02,233.72,135.28,205.47,226.3,279,322.52,763.08,763.19,762.84,763.18,763.21,763.28,763.42,1473.0415,-15.823992,1473.0415,7
-116.75,44.75,61,682.77,683.62,681.42,682.36,684.54,684.71,685.05,651.2,652.4,650.9,651.13,651.58,653.99,654.4,185.62,215.06,140.42,197.04,219.39,258.68,259.78,818.62,835.15,801.44,813.06,841.35,858.67,861.23,229.94,268.6,187.09,243.54,259.19,302.03,351.13,796.45,796.54,796.23,796.52,796.6,796.68,796.69,1454.613,-15.3245,1454.613,8
-116.75,45.25,53,681.75,682.81,680.63,681.47,683.15,683.72,685.06,642.21,645.03,640.94,641.61,644.06,648.18,650.35,222.32,237.16,195.6,232.17,239.18,250.92,267.93,838.27,850.98,824.95,834.77,855.11,867.57,872.5,275.62,307.84,240.59,287.37,298.88,332.84,379.52,832.13,832.22,831.99,832.17,832.23,832.29,832.44,1304.4126,-15.291742,1304.4126,8
-116.75,46.25,73,685.8,688.67,683.98,686.32,687.09,692.78,693.16,632.72,636.37,630.08,632.81,635.27,640.41,643.29,186.5,219.75,140.29,168.36,250.86,256.48,282.75,882.29,891.11,859.02,892.39,895.46,900.76,907.95,366.15,375.31,349.57,364.6,384.28,388.86,389.27,908.62,908.79,908.42,908.63,908.82,909.02,909.09,839.5631,-17.571268,839.5631,7
-116.75,46.75,58.5,690.31,692.49,688.94,690.16,691.82,695.7,695.82,632.8,636.05,631.22,631.59,635.57,639.68,642.19,138.05,179.7,85.51,126.09,202.54,234.65,249.72,903.48,911.68,880.81,914.14,915.5,919.59,928.39,370.24,382.98,361.38,367.9,381.45,399.67,404.51,948.98,949.14,948.82,948.86,949.26,949.35,949.4,829.0766,-17.727406,829.0766,7
-116.75,47.75,57,701.03,702.26,699.98,701.53,701.58,702.4,705.84,641.36,643.59,640.39,641.12,642.58,644.87,649.01,77.17,121.27,33.52,97.72,100.27,154.35,220.48,910.16,913.28,904.72,910.6,915.16,917.47,918.43,369.95,388.73,327.5,390.65,391.7,398.39,435.39,1033.59,1033.69,1033.51,1033.58,1033.66,1033.84,1033.86,765.8026,-16.560246,765.8026,8
-116.75,48.25,52.5,706.62,710.29,703.94,707.27,708.65,714.12,717.48,649.11,651.6,647.76,649.63,649.94,655.27,655.4,90.84,118.73,61.98,85.46,125.08,132.21,188.93,903.12,907.78,897.8,905.13,906.43,914.03,915.52,369.32,398.83,323.8,377.44,406.72,423.87,462.32,1077.58,1077.71,1077.42,1077.64,1077.67,1077.74,1078.09,956.2564,-16.129625,956.2564,8
-116.75,49.75,150,737.73,741.54,736.49,737.7,739,745.21,749.29,688.02,689.9,686.41,687.23,690.43,691.01,694.43,142.82,159.55,129.08,149.32,150.06,180.77,188.5,902.31,910.51,897.47,900.43,909.04,920.92,924.7,365.39,398.65,346.24,367.01,382.9,448.52,448.58,1214.83,1215.13,1214.74,1214.85,1214.89,1215.37,1215.79,1465.9308,-14.981724,1465.9308,18
-116.75,53.25,61,873.78,877.03,869.26,875.4,876.67,879.26,884.56,843.65,845.7,842.64,844.04,844.25,848.02,849.52,299.68,327.35,227.97,328.51,342.54,359.31,378.44,973.01,982.29,961.72,972.85,984.45,993.2,999.26,420.58,475.13,264.27,467.45,530.01,546.45,567.49,1557.19,1557.99,1556.75,1557.1,1557.73,1558.68,1559.67,1065.6052,-16.317823,1065.6052,26
-116.75,53.75,59,895.72,897.94,891.39,896.28,899.49,900.26,902.25,874.05,875.44,873.15,873.64,875.37,876.58,878.44,349.95,376.2,276.65,380.59,392.62,407.16,423.95,983.02,994.53,969.11,987.31,992.65,1009.02,1014.58,442.13,500.92,295.65,472.27,558.47,575.86,602.34,1607.82,1608.66,1607.32,1607.72,1608.41,1609.4,1610.46,938.84454,-16.530163,938.84454,26
-116.75,54.25,61,919.37,921.7,916.35,918.82,922.94,924.12,926.27,905.45,906.87,904.53,905.3,906.52,906.98,911.01,401.7,426.7,327.54,433.54,444.02,456.77,471.63,996.01,1009.2,979.57,1003.85,1004.62,1027.58,1030.38,469.22,531.14,333.4,483.47,590.81,608.93,639.09,1658.75,1659.64,1658.2,1658.66,1659.4,1660.43,1661.54,795.8274,-16.91777,795.8274,26
